Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/22/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
North Macedonia,MKD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5398.558964,5255.980224,5069.281958,4852.637959,4904.576873,4947.843179,5071.912974,5226.741524,5448.098043,5724.495163,6151.822484,6049.915617,6395.226348,6595.45197,7172.004987,7848.882967,8690.200352,9350.869946,10521.81198,11009.94632,11359.90776,11684.6228,11909.7638,12731.08607,13436.87052,13888.50081,15142.87633,15709.28743,16793.08507,17464.2929,16984.36046,18222.2861
Mali,MLI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,758.8742799,859.4892712,833.7303478,862.4175089,894.8059508,902.5330108,963.4330084,1004.82177,1066.189184,1111.812476,1103.743264,1263.397245,1282.120839,1381.625913,1394.539676,1482.437505,1547.418173,1591.33496,1644.359014,1678.881691,1732.130848,1766.843104,1706.679102,1753.879778,1847.910072,1957.003495,2103.008648,2153.845638,2237.78923,2312.700701,2240.140931,2329.706181
Malta,MLT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8842.159412,9454.816465,10020.00426,10610.62072,11343.03909,12229.85117,12923.95319,14289.92294,15048.90966,16052.9645,19500.42082,19718.4942,20577.86464,21086.67582,21610.75493,22275.66118,23320.95078,25059.10055,26523.2642,26649.27164,28719.83941,28960.12126,30229.02133,32305.22628,34349.26054,37455.66166,39718.60387,43516.55268,45552.51445,47271.4363,43711.5058,48581.45094
Myanmar,MMR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.4167657,424.7256283,447.7683387,487.4759164,524.7495278,567.0716519,608.3619618,648.0113352,684.5910064,744.3107209,846.3641425,963.2530137,1081.810815,1234.626176,1428.782719,1659.971139,1924.228498,2206.869227,2483.725489,2743.731166,3033.085185,3301.955191,3631.575333,3872.500709,4104.83876,4200.876849,4120.737169,4312.947389,4665.131222,5033.365324,5218.024537,4430.222427
Middle East & North Africa (excluding high income),MNA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4651.752375,5006.254901,5236.310768,5330.731026,5403.221476,5552.027451,5893.891508,6097.893975,6449.426745,6723.504249,7175.647122,7391.507956,7619.093165,7783.161793,8463.176303,8927.321554,9490.219323,10154.99732,10500.66899,10609.50835,11080.30971,11084.68347,11296.76839,11144.02723,10855.8349,10206.56834,10270.84733,10561.91731,10811.86845,10930.91211,10660.8031,11444.00319
Montenegro,MNE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001.808297,6770.305714,7100.324632,7340.84306,7842.283695,8313.63308,10458.7261,12459.26182,13816.45552,13022.09249,13634.64845,14465.90469,13857.02512,14874.54541,15373.51737,16333.07684,18205.24833,19685.80885,21509.19592,23075.08563,20107.69856,23284.56728
Mongolia,MNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3378.01154,3132.639622,2860.107539,2792.892647,2873.922768,3082.675032,3172.927328,3318.584391,3434.314617,3555.144439,3643.610538,3802.166584,4008.493374,4335.971196,4883.732579,5357.262066,5944.022326,6667.241007,7320.552883,7184.470916,7631.145921,8998.687722,10346.01488,10685.71693,11198.3214,10769.25436,10832.48254,11431.49802,12340.22442,12983.80399,12305.71791,12818.87945
Northern Mariana Islands,MNP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.2504215,302.4775496,285.0478752,313.8858566,325.3510191,324.8255346,356.7396109,393.0923099,426.6281913,471.6941829,476.2459162,532.2888017,575.8237473,611.4916224,660.1475357,707.5342894,779.8218903,840.7264304,895.7680755,933.218042,978.0725336,1041.454052,1051.382911,1098.261811,1149.878037,1300.828948,1370.244908,1287.234867,1323.78513,1339.42552,1300.510773,1347.720024
Mauritania,MRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2673.332335,2731.095024,2738.053699,2848.814448,2725.410197,2972.163755,3138.774451,2995.358336,3032.380124,3102.776474,2964.592889,2934.392595,2957.18038,3155.55428,3320.771149,3637.09047,4337.520445,4266.91766,4227.345309,4144.174364,4181.977577,4314.773195,4344.632168,4570.492347,4393.08554,4306.676799,4829.604325,5259.065063,5495.439826,5738.00988,5605.920294,5830.817088
Mauritius,MUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5007.610275,5348.528641,5750.526465,6113.101449,6411.491679,6768.154125,7203.146095,7647.742122,8117.61231,8340.238579,9138.577109,9581.278198,9819.33981,10529.97922,11210.31537,11697.89933,12586.73424,13605.10319,14560.24865,15099.20314,15911.6331,16877.46517,17191.91009,18106.86102,18878.92226,19747.9099,21313.30635,22148.62439,23573.53412,24681.05184,21331.81412,23035.283
Malawi,MWI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.5534253,715.0097482,658.6623443,729.3987268,676.9662474,808.299148,866.384007,897.1578786,923.2932334,943.5577876,957.8476909,908.8939352,915.9941154,962.5792227,1014.846831,1051.70776,1103.734016,1207.663972,1287.279725,1363.230982,1432.426444,1489.872481,1449.695798,1554.627803,1513.425447,1429.208235,1437.616573,1454.777492,1513.744566,1581.75721,1571.180296,1638.152251
Malaysia,MYS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7010.26814,7718.632725,8359.694394,9146.264905,9921.600848,10822.43543,11799.40225,12542.25056,11447.56877,12013.97315,13038.53479,13061.26049,13632.53502,14351.41497,15367.4434,16314.30914,17364.50238,18549.02712,19408.67053,18860.48072,20146.96162,21308.21578,22527.00105,22959.20176,24012.82509,24164.95584,24864.04533,25935.1427,27476.92011,28842.38839,27245.62042,28929.4742
North America,NAC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23399.42254,23845.82644,24905.46354,25859.91862,27144.61721,28125.37692,29380.4098,30849.07089,32212.67529,33862.62611,35650.12322,36460.32577,37310.27144,38792.38218,40962.00099,43360.92832,45501.79534,47221.5147,47767.80731,46376.8032,47808.0293,49236.05772,50842.1091,52395.7477,54188.06728,55554.45921,56724.76313,58746.95762,61504.08788,63475.50692,61337.15892,67513.58966
Namibia,NAM,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875.941621,4191.519948,4450.416138,4340.955595,4369.652238,4499.749239,4600.289861,4752.741981,4842.293128,4955.170571,5126.589643,5197.381746,5437.066064,5698.276136,6487.933446,6778.632149,7392.815403,7901.464217,8156.669375,8116.32379,8579.840767,9061.271374,9458.791173,9863.584461,10609.20989,10783.27452,10582.81823,10335.26742,10511.43048,10432.02821,9543.712734,10038.73827
New Caledonia,NCL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.5727534,729.9673088,738.200376,734.5899848,740.0233948,748.8184852,738.0263805,737.2159338,792.6160101,775.1322482,756.755653,801.8455647,825.2389504,830.1828814,825.7364864,881.8535418,928.7961781,948.6949447,1004.08365,992.9138483,1051.090318,1057.839871,1148.395343,1118.349114,1134.741716,1138.113651,1146.010418,1155.973559,1221.772862,1268.827795,1281.061929,1303.567363
Nigeria,NGA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2056.828791,2080.022802,2170.47583,2121.778071,2073.66925,2062.199221,2133.473433,2178.348393,2203.581774,2191.258739,2292.841832,2418.266344,2757.452332,2938.271484,3208.585866,3428.652416,3648.90381,3887.736752,4116.828423,4355.769088,4632.131313,4843.604555,4899.529196,5136.645243,5415.86121,5342.035991,5159.580444,5120.005598,5211.372976,5290.614333,5131.526238,5407.979457
Nicaragua,NIC,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.817416,1963.6765,1970.698516,1965.306136,2030.065322,2150.225764,2284.738854,2375.08283,2451.609655,2621.39013,2750.781425,2857.252496,2886.835154,2981.697476,3186.572767,3384.227933,3584.173159,3814.355692,3964.338081,3802.94831,3959.969226,4234.827082,4392.646596,4567.418096,4889.214186,5230.528231,5618.066546,5915.375443,5771.299827,5574.739132,5465.507439,6194.70035
Netherlands,NLD,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19164.80342,20136.83077,20789.33632,21400.09421,22369.00399,23433.65269,24508.78975,26017.05322,27708.97207,29268.5361,31870.83351,33180.18292,34447.20532,34149.61923,35809.78566,37625.56171,41013.78664,43939.14534,46420.20168,44556.92115,45043.90423,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,59004.32497,59266.90858,63768.20005
Norway,NOR,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18451.15237,19570.06452,20612.19002,21572.36571,23015.46833,24347.8175,26818.30357,28608.65413,28186.39132,30555.04906,36936.48651,37764.30844,37980.35398,38593.70835,42549.94387,47797.52995,54160.4818,55930.53347,61716.59971,55364.21942,57919.65195,62076.74066,65354.77925,66961.2531,65892.68928,60368.92087,58939.91261,64050.75617,69808.32941,66799.16472,62644.84574,79201.23025
Nepal,NPL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825.5896774,884.670194,915.9893641,947.9206424,1022.354503,1055.262707,1108.075712,1160.385628,1185.692931,1232.5876,1315.970632,1387.797809,1390.169491,1453.408173,1543.018878,1629.159253,1720.62604,1814.095163,1949.504079,2039.905054,2153.126406,2264.329939,2474.08355,2656.358829,2887.631573,2931.620495,2925.532146,3495.5288,3808.162443,4087.611166,3967.820179,4209.759393
Nauru,NRU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207.596151,4214.970971,4763.453661,3783.897767,4724.507756,5192.112259,5833.784382,6523.738192,7286.882137,9457.814551,11919.67845,12211.35462,12492.76767,11746.62695,12501.6449,12507.09241,12613.06808,13125.34837
New Zealand,NZL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14864.00053,14568.98984,14921.57702,15966.02181,17099.30791,17915.41703,18470.15123,19143.8128,19347.41567,20579.36592,21513.70277,22508.93671,23306.27954,23973.63396,25091.15698,25677.41908,27755.52704,29369.80819,29827.14255,30681.24454,31222.45448,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39933.57444,42218.53771,42520.75442,45554.8094,44657.77372,46419.5087
OECD members,OED,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16647.49973,17291.74629,17924.53645,18396.04876,19199.46143,19967.96116,20861.03102,21797.17415,22372.06562,23235.76571,24662.11652,25427.66203,26215.4717,26993.72457,28422.57485,29756.18896,31733.66512,33282.53035,34157.75722,33233.0237,34500.83583,35940.63803,36914.3944,38213.45247,39319.99386,40425.47977,41788.91243,43383.66034,45078.01122,46051.86565,44919.23969,48599.23872
Oman,OMN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26296.72474,27457.78167,29065.53625,30233.08178,31146.33148,32789.11578,33825.99725,35906.49134,36711.95949,36821.77077,39581.10022,41745.80645,41423.69968,40641.55946,41633.93375,43198.02195,46090.09979,48588.55876,52665.02527,55272.62223,53255.60642,50267.64686,50308.46282,47520.07375,44573.97419,36449.08849,33800.29205,34218.38813,35029.43773,35241.22234,34910.85327,37676.0574
Other small states,OSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10972.4991,11539.15356,12093.52255,12670.07765,14010.93973,14960.51343,16813.31925,18600.39114,20083.00631,20312.2755,22002.1826,23825.78169,24943.52493,25189.5231,24943.17188,21211.08462,20676.08975,22108.03215,22709.83611,23236.26745,22075.02386,23619.37098
Pakistan,PAK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.057608,2121.170611,2276.130181,2311.144286,2378.645205,2474.890498,2563.072689,2557.399471,2576.555869,2632.174972,2721.480548,2793.965213,2836.617371,2993.446497,3232.708978,3475.586614,3715.387499,3915.452683,3970.971281,4018.992583,4040.590849,4149.384358,4189.268563,4302.063747,4474.062166,4652.609874,4733.546102,4891.719774,5235.594795,5375.218711,5278.418602,5748.005952
Panama,PAN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5082.617482,5629.756182,6102.654479,6453.939087,6642.363199,6761.514545,7022.61548,7453.632542,7930.529419,8192.786412,8437.866179,8509.429145,8664.947652,9032.12676,9782.509055,10610.17,11662.70807,13166.91357,14473.51331,14481.8925,15234.97112,17005.63735,18757.96478,20885.45397,22971.0796,25392.14167,27902.76813,30526.37985,31869.2188,32874.89103,26907.35892,31900.94175
Peru,PER,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351.985817,3467.91244,3456.711406,3650.292009,4105.180592,4416.124259,4537.799352,4826.262011,4776.20582,4834.647834,5000.778712,5076.387272,5373.09604,5647.669109,6027.773555,6548.048287,7198.505639,7961.296296,8791.258632,8881.925515,9664.271272,10400.94848,10679.79775,11196.37773,11410.32919,11481.46456,11933.60033,12442.74646,12999.55076,13272.65083,11789.02928,13748.53362
Philippines,PHL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662.617281,2676.268341,2684.649051,2742.814371,2856.182745,2980.450136,3136.145174,3273.827161,3215.258639,3292.028743,3437.108698,3545.85068,3658.689755,3842.346618,4121.951561,4375.79507,4661.962612,5005.591015,5224.590999,5236.977571,5587.066137,5818.593668,6244.177924,6559.712776,6905.113046,7122.724735,7614.773193,8001.75648,8565.59071,9100.385478,8198.967501,8892.789346
Palau,PLW,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9631.958662,10429.31746,10958.27454,10794.10974,11606.34052,12491.99365,12963.79523,13760.69627,13396.34712,12778.30064,13159.73357,14566.68956,15334.54162,15193.89534,16460.48991,17880.5766,18022.44262,17594.68886,18007.2459,18348.51234,16825.88544,15144.56896
Papua New Guinea,PNG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.963812,1883.086723,2115.529062,2467.454428,2573.871539,2450.124711,2592.76739,2445.318473,2297.030108,2291.227116,2207.154102,2178.908925,2136.57377,2153.3938,2198.396023,2334.890552,2457.951525,2637.961804,2599.123255,2709.805326,2930.769648,2938.249398,3046.783671,3133.190249,3530.499072,3704.96272,3851.264927,3966.947432,3957.278466,4114.483535,3946.507514,4040.039446
Poland,POL,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6181.891777,5921.537014,6189.794071,6556.684535,7036.272736,7681.196891,8275.801595,8936.625782,9487.754278,10040.89838,10672.12109,11119.71515,11804.26626,12288.46287,13353.6821,13896.79338,15152.33608,16802.83391,18303.35292,19239.92847,20890.82016,22658.37732,23589.14757,24319.88029,25316.33154,26822.66425,28165.83655,29958.12071,32027.60273,33728.39436,34449.32341,37836.76295
Pre-demographic dividend,PRE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.889608,1500.975153,1545.085622,1549.364083,1537.424996,1572.721267,1652.852235,1758.203481,1874.733769,1945.773361,2057.265966,2134.630621,2194.871999,2109.549326,2387.007059,2528.021084,2689.713933,2845.076605,2998.8308,3065.337383,3207.407418,3316.119245,3373.61723,3512.992152,3600.476579,3417.744417,3406.345273,3493.007017,3573.092468,3653.504206,3512.444546,3669.896682
Puerto Rico,PRI,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13408.70736,14081.62741,14962.9833,15894.66318,16757.25399,17722.43736,18258.49414,19299.55592,20478.15326,21776.69047,22935.20288,24879.21758,25465.67357,25965.87902,28989.62829,29346.92352,29952.63636,30582.98731,30774.76017,30533.38344,30928.79093,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.75463,35040.69498,36261.06526,34160.86163,35850.32193
"Korea, Dem. People's Rep.",PRK,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11773.62199,12732.77788,13175.0759,13195.6234,13570.88323,14398.92008,14917.56036,15788.69698,16687.06971,17718.15157,18876.65948,19524.88674,20356.6473,20851.08854,21477.82618,22725.27749,24682.71885,25733.12709,26665.8373,26458.91104,27261.95345,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,36172.07254,34177.08571,35798.75385
Paraguay,PRY,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5603.713225,5839.103263,5918.62483,6199.786713,6507.066713,6929.359744,7003.394967,7262.052984,7191.823537,7046.721298,6905.251941,6884.074506,6890.741252,7238.952804,7644.806732,7963.716614,8514.231358,9126.942685,9809.754936,9747.690257,10833.90104,11384.37218,10861.36023,11992.08303,12411.30209,12436.23468,13024.14989,13604.17472,14179.34127,14184.11579,14046.65222,15037.18964
West Bank and Gaza,PSE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.900902,2301.603042,2268.342573,2530.032304,2851.449383,3052.078808,2782.160554,2514.878481,2178.701096,2469.183634,3013.3813,3371.513879,3354.098695,3485.041614,3712.204098,3950.2413,4120.271088,4494.731323,5255.825609,5371.6871,5510.13293,5954.400784,6305.391803,6401.740891,6469.152794,6509.035299,5698.412057,6199.451018
Pacific island small states,PSS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2709.594091,2745.581196,2928.532036,3040.534756,3213.63502,3371.035786,3510.509203,3467.543265,3506.801346,3708.811108,3678.704992,3762.855331,3865.304667,3962.892807,4192.003142,4360.820185,4537.218797,4603.546563,4720.537938,4664.832411,4838.05098,5059.160818,5264.489837,5537.169811,6208.334357,6614.791127,6770.469622,7104.110889,7421.629228,7512.776566,6585.424447,6486.196007
Post-demographic dividend,PST,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18013.62096,18711.18144,19346.84929,19848.89559,20711.04806,21579.90608,22501.69941,23484.06052,24282.23939,25334.87073,26933.00381,27901.20577,28862.60419,29812.58562,31429.72148,32960.68882,35093.77995,36829.67939,37767.68427,36703.27455,38039.47354,39481.16752,40536.19265,42017.37116,43122.06342,44214.88713,45709.11908,47519.68534,49523.95488,50832.29617,49490.26093,53528.6689
French Polynesia,PYF,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88707.29419,89675.055,92911.48311,93630.20531,110286.9632,112073.1006,121877.5941,121689.4537,124470.952,125789.1041,143070.2105,157255.3942,163219.492,158675.8127,143332.9077,98787.37849,84998.46792,92177.59594,93646.64443,94674.31214,93894.25275,102018.1159
Romania,ROU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277.517887,4792.627498,4512.677791,4696.658518,4992.818725,5426.234441,5744.01752,5564.11742,5544.324127,5596.493825,5848.100722,6518.681924,7162.365778,7559.922605,8990.32565,9602.104759,11556.62425,13700.02087,16782.0628,16631.77807,17354.27531,18794.40641,19799.38779,19682.9295,20635.32615,21624.83428,23912.5076,26948.15905,29562.3725,32069.70986,32680.99374,35869.63348
Russian Federation,RUS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8027.75293,7857.815918,6862.383789,6419.509277,5734.410156,5613.280762,5517.858887,5699.947754,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.7666,11822.34668,14912.23438,16648.24219,20163.60938,19389.94141,20490.12695,22798.67383,24303.47266,26073.875,25761.64844,24085.32422,24128.08594,25926.44336,28821.26172,30067.74023,29936.92969,32862.62109
Rwanda,RWA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.6313454,544.6249247,576.5388387,525.363627,313.4346016,512.3009611,498.0826059,505.274586,538.8031712,563.4161211,616.6819386,674.5981316,761.7500163,775.759973,834.1181032,916.5103442,1004.829522,1081.238733,1192.558143,1241.961935,1314.358815,1411.755187,1448.823727,1503.05695,1663.992648,1762.17678,1841.107989,1934.972955,2099.426124,2283.888816,2180.877349,2459.707347
South Asia,SAS,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.912084,1314.856346,1391.916121,1453.438981,1538.901606,1643.824515,1750.801965,1809.703624,1892.175649,2024.383926,2113.337968,2214.567345,2285.743881,2454.63735,2663.762101,2905.864701,3173.10084,3442.661082,3569.107883,3786.32656,4057.723849,4289.215194,4617.255914,4804.470115,4984.6727,5199.590657,5519.964665,5827.134159,6270.287925,6553.236743,6219.147687,6920.703409
Saudi Arabia,SAU,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32511.03218,37147.17354,38075.11851,37228.67306,37151.3916,36961.77357,37593.45982,37639.77043,38142.78296,36273.06177,38203.78118,37650.515,36276.50398,40213.64882,43616.77497,46059.52868,46910.35294,47177.43279,49155.91179,46672.19885,48047.78992,52626.83347,54263.04415,53368.00052,53628.9972,47079.05005,44160.28801,45795.51353,46935.98441,46852.29817,45240.67609,48710.94768
Sudan,SDN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1519.96936,1658.638672,1779.886963,1874.171875,1887.276855,1989.10791,2093.830322,2457.360107,2534.319824,2586.206543,2732.028564,2892.32251,3030.687012,3198.496582,3360.796143,3558.002197,3789.271729,3985.380371,4086.007324,3876.257813,3954.468994,4293.562012,3917.820557,3953.738037,4544.037109,4519.487305,4813.868652,4613.950195,4453.113281,4307.567383,4087.006104,4065.976074
Senegal,SEN,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1549.983462,1598.715033,1610.983489,1626.319342,1616.77567,1697.449733,1721.421846,1762.950057,1845.144716,1943.17985,2016.430921,2100.1589,2083.42887,2188.880041,2293.924038,2405.907614,2472.756369,2543.524756,2618.327075,2636.115311,2684.494063,2702.261062,2774.647024,2780.113684,2872.119811,3017.350576,3126.431885,3259.19258,3449.340995,3575.266048,3569.209139,3840.032959
Singapore,SGP,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23812.9761,25528.01351,27019.36501,30059.38906,33054.58648,35087.00902,36869.56203,39283.07853,37557.02522,39943.71835,43775.87265,43104.28273,45080.26634,48774.72472,54377.34385,58814.91445,64054.27086,68793.70978,67718.4183,66212.31751,75389.76818,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89436.59811,95310.33386,100686.2371,102431.3157,99681.29415,116486.4732
Solomon Islands,SLB,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1294.544687,1377.072984,1541.340634,1593.858395,1709.452721,1866.661005,1877.009841,1839.600458,1833.108233,1801.001716,1539.380286,1414.549848,1364.262744,1448.345137,1565.615678,1695.070985,1779.325441,1851.929713,1960.73484,1984.322048,2151.920456,2303.042989,2344.523477,2447.577162,2459.601194,2462.833156,2561.138317,2625.089026,2696.198024,2727.306675,2604.354881,2648.732207
Sierra Leone,SLE,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774.5434431,809.6893475,682.6313746,709.3867704,707.2540212,662.9066801,683.2144475,645.5882622,657.7962507,650.185401,692.3005637,625.7108248,759.1029316,812.841699,860.3996406,902.8810627,948.9422774,1030.178368,1079.054066,1090.34167,1130.501182,1194.267694,1389.83741,1721.257375,1756.720272,1555.700297,1561.45038,1593.483529,1648.628867,1725.562684,1673.065019,1773.899246
